Source,Teff,Lum-Flame,SpType,Pstar,PWD,GMAG
447836003736376704,15016.377,384.67822,O      ,1.0,0.0,-0.5533
448558692111693312,15003.357,2842.6440000000002,O      ,1.0,0.0,-2.7387
448603978246561536,15023.813999999998,769.97,O      ,1.0,0.0,-1.2011
449433250531085056,15063.605,625.60315,O      ,1.0,0.0,-1.2228
459899089403112320,15010.839,598.5454,O      ,1.0,0.0,-0.9690000000000001
461359378285251840,15004.956,1070.8491,O      ,1.0,0.0,-1.3835
463275964489195136,15008.976999999999,461.2584,O      ,1.0,0.0,-0.7517
482419939396318208,21758.47,,O      ,4.993e-05,0.9999495999999999,-0.4545
506649636627894784,18049.293,66.41795,O      ,5.144e-05,0.99831045,0.1903
508332233012840192,15006.669,158.44092,O      ,1.0,0.0,0.5053
510723121050350976,15045.621000000001,836.2717,O      ,1.0,0.0,-1.2816
511265970556959488,19949.895,,O      ,5.604e-05,0.99337476,-4.2053
512290955909187328,15014.201000000001,337.87228,O      ,1.0,0.0,-0.4506
514401880792354176,15018.306999999999,1105.3591,O      ,1.0,0.0,-1.7112
523195087597828480,15014.431999999999,1933.2278,O      ,1.0,0.0,-2.2584
523380080431799680,15007.954,477.0378,O      ,1.0,0.0,-0.7264
523790576229688448,15014.646,576.8392299999999,O      ,1.0,0.0,-0.8319
524024325526106112,15007.938,2371.2476,O      ,1.0,0.0,-2.5301
524155888963403776,15003.325,1120.8883,O      ,1.0,0.0,-1.7176
528375470988126336,15013.673999999999,1327.3,O      ,1.0,0.0,-1.2542
528383167569337984,15011.976,1535.401,O      ,1.0,0.0,-1.1952
528484666236998144,15030.579,1832.9685,O      ,1.0,0.0,-0.7927
528623548299432832,15005.071000000002,,O      ,1.0,0.0,-1.7874
538388620303387904,15257.876,98.4049,O      ,4.993e-05,0.9999495999999999,1.1262
556237267432287360,15908.41,138.68452,O      ,4.993e-05,0.99994946,0.9123
564551735705888384,15488.7295,107.42383999999998,O      ,4.993e-05,0.9999495999999999,1.0683
565083933692301440,15937.764,136.39215,O      ,4.993e-05,0.99994946,0.9157
574114398786977152,18947.967,363.68152000000003,O      ,4.993e-05,0.9999495999999999,0.2448
577615106369494528,19994.408,1063.8563,O      ,5.145e-05,0.9983224,-0.7883
580148686102276352,16811.443,175.3192,O      ,4.993e-05,0.9999473,0.7447
584194373496664064,15110.749,90.72051,O      ,4.993e-05,0.999944,1.1801
584668056849158528,15110.069,89.86519,O      ,4.993e-05,0.99993217,1.1913
588040469465211904,20384.695,,O      ,4.993e-05,0.99994683,-0.1408
589481345093742080,18521.183999999997,324.4122,O      ,4.993e-05,0.9999476,0.3346
593454670878796032,19396.209,604.5323,O      ,4.993e-05,0.9999492,-0.1218
595523500790770688,17486.502,235.90634,O      ,4.993e-05,0.9999493,0.5618
615161091995252864,23178.082000000002,,O      ,4.993e-05,0.99994946,-0.7532
616743220508208896,24501.871,,O      ,4.993e-05,0.99994946,-1.1471
618943618153500032,19441.9,467.1998,O      ,4.993e-05,0.99994826,0.0781
640792456090137600,16453.455,151.54927,O      ,4.993e-05,0.9999434000000001,0.8354
642683203773128448,24475.037,,O      ,4.993e-05,0.99994946,-1.1052
656428099850193664,16603.553,239.81525,O      ,4.993e-05,0.9999495999999999,0.4829
673058556816796288,15137.983,5.0913587,O      ,4.993e-05,0.9999495999999999,0.89
682305655764689408,15630.267,124.44165,O      ,4.993e-05,0.9999493,0.9898
689367475352913280,22487.842,,O      ,4.993e-05,0.9999495999999999,-0.6237
697707958245002880,23559.452999999998,,O      ,4.993e-05,0.9999494000000001,-0.851
697904599026844160,16331.212,151.21663999999998,O      ,4.993e-05,0.9999024,0.8545
729598330934052480,19991.072,599.8392299999999,O      ,4.993e-05,0.9999457,-0.1298
731743061507469568,19564.58,505.1718,O      ,4.993e-05,0.9999492,0.0269
732525643203984896,22656.965,,O      ,4.993e-05,0.9999494000000001,-1.6973
732692631532422528,24757.365,,O      ,4.993e-05,0.9999493,-1.3568
739156243780100352,20108.25,,O      ,4.993e-05,0.9999484000000001,-0.1095
744660849960764544,20629.645,,O      ,4.993e-05,0.9999488000000001,-0.1681
760930907631979904,24525.342,,O      ,4.993e-05,0.9999492,-1.2047
765113690382156160,19577.902,484.92368,O      ,4.993e-05,0.99991745,0.0531
765141620554406656,17814.648,247.39539,O      ,4.993e-05,0.9998166999999999,0.5094
765316271104730240,18387.07,0.39688274,O      ,4.993e-05,0.9999448000000001,0.3694
785980977968930560,27492.65,,O      ,4.993e-05,0.9999495999999999,-1.9685
795692959881682560,17795.47,269.42026,O      ,4.993e-05,0.9999471,0.4612
795785941630955392,21240.916,,O      ,4.993e-05,0.99994946,-1.3866
805690720332579456,25881.227000000003,,O      ,4.993e-05,0.99994946,-1.5018
810691780249660800,22722.385,,O      ,4.993e-05,0.9999494000000001,-0.652
810807778726301952,37545.406,,O      ,4.993e-05,0.9999495999999999,-3.8471
816729370396015360,18931.27,431.9708,O      ,4.993e-05,0.9999491,0.1338
821716652060662144,18301.37,,O      ,4.993e-05,0.99994785,0.3211
831501240400109824,18628.008,350.72754,O      ,4.993e-05,0.99993575,0.294
835032283332319360,17505.117,226.01212999999998,O      ,4.993e-05,0.9998236999999999,0.5811
836471823228155392,18978.678,416.93213,O      ,4.993e-05,0.9999438,0.1661
836644480912524288,27216.13,,O      ,4.993e-05,0.9999495999999999,-1.8551
838579415218967552,22386.592,,O      ,4.993e-05,0.9999488000000001,-0.6064
840622136024660608,19760.43,505.74505999999997,O      ,4.993e-05,0.9998981,0.0141
871356544038051712,16824.85,14.169428,O      ,4.993e-05,0.9999495999999999,0.5651
913941247857411840,15935.261999999999,128.42113,O      ,4.993e-05,0.9999478,0.9506
921064055980216320,16789.99,15.216109,O      ,4.993e-05,0.9999495999999999,0.2411
921531554580422016,19184.16,11.300969,O      ,4.993e-05,0.9999495999999999,0.0059
935412270405847424,16621.281000000003,172.6404,O      ,4.993e-05,0.99994946,0.7669
945519427965490816,15080.915,139.94326999999998,O      ,5.604e-05,0.99337476,0.7449
969823376583544576,31988.433999999997,,O      ,4.993e-05,0.9999495999999999,-4.4892
981727582818800128,19655.441000000003,555.14,O      ,4.993e-05,0.9999495999999999,-0.0212
982573588295764480,15109.157,86.9457,O      ,4.993e-05,0.9999494000000001,1.1639
1000497070938042496,15270.061000000002,2.888418,O      ,4.993e-05,0.99994946,1.1039
1000554898377796864,18321.033,305.92215,O      ,4.993e-05,0.99994946,0.3844
1007036072748427392,15043.755,2.5396852,O      ,4.993e-05,0.9999495999999999,1.1927
1007343420607557888,16396.053,197.48785,O      ,4.993e-05,0.9999495999999999,0.7088
1019305621784503296,15217.556999999999,94.082886,O      ,4.993e-05,0.99983585,1.1671
1024971684376022528,21432.734,,O      ,4.993e-05,0.99994934,-0.4495
1043176057879022336,18900.428,408.60672,O      ,4.993e-05,0.9999492,0.1891
1070386050088544128,17515.172,245.22683999999998,O      ,4.993e-05,0.9999442,0.5166
1079203033831536000,19996.955,643.87036,O      ,4.993e-05,0.9999486999999999,-0.1761
1083343451024307200,19869.82,26.297709,O      ,4.993e-05,0.9999495999999999,-0.4812
1092616491575675776,16605.467,174.57037,O      ,4.993e-05,0.9999485999999999,0.7699
1109216024779190016,16615.37,231.4343,O      ,4.993e-05,0.9999494000000001,0.5561
1109356620531902464,16953.45,185.88246,O      ,4.993e-05,0.9999494000000001,0.7136
1112369149249621504,15003.143999999998,86.36706,O      ,4.993e-05,0.9999465,1.2265
1116339107781284608,19053.174,379.7136,O      ,4.993e-05,0.9999495999999999,0.2199
1120775705917639296,16990.363,226.54102999999998,O      ,4.993e-05,0.99994934,0.5429
1126784807544678912,17235.598,212.15826,O      ,4.993e-05,0.99994004,0.6287
1133795950814826240,15016.377,0.9771183000000001,O      ,4.993e-05,0.9999321,0.9256
1136783049029916288,22094.033,,O      ,4.993e-05,0.9999495999999999,-0.5074
1150346345295739904,17667.582,301.0208,O      ,4.993e-05,0.99994946,0.324
1155678053273092992,19749.953,501.015,O      ,4.993e-05,0.9999264999999999,0.0225
1157401396015448960,19994.98,0.72855556,O      ,4.993e-05,0.9999476,-0.2148
1158231905250926208,19815.746,498.4355,O      ,4.985e-05,0.99831545,0.0129
1165720610228590080,19777.578,502.3614,O      ,4.975e-05,0.9963690999999999,0.0255
1165848673269627520,24518.232000000004,,O      ,4.993e-05,0.9999493,-1.1822
1167834597427267456,19956.861,11.875685,O      ,4.993e-05,0.99994946,-1.9498
1167859503942466560,19772.15,514.1854,O      ,4.993e-05,0.99981654,0.0137
1172548341214173952,22828.135,,O      ,4.993e-05,0.99994856,-0.9601
1181028908759001472,30157.105,,O      ,4.993e-05,0.99994946,-2.2009
1188049561085487872,21275.996,,O      ,4.993e-05,0.9999433000000001,-0.3586
1191725851229360384,24514.385,,O      ,4.993e-05,0.9999492,-1.0622
1199316123593521024,19966.943,873.6776,O      ,4.993e-05,0.9999483,-0.4514
1200392339317332736,19561.53,487.93683,O      ,4.993e-05,0.9999302,0.0759
1203338412004998016,22643.387000000002,,O      ,4.993e-05,0.999948,-0.6903
1206014004831385344,21851.312,,O      ,4.993e-05,0.9999334999999999,-0.5053
1206447693448896128,24500.068,,O      ,4.993e-05,0.9999493,-1.0802
1207471540636454400,21479.615,,O      ,4.993e-05,0.9999478,-0.4854
1208975505039996928,22504.91,,O      ,4.993e-05,0.9998939,-0.6026
1209488976970272896,19814.506,,O      ,4.991e-05,0.99953544,0.0091
1211848906880779008,19993.596,0.7088532,O      ,4.993e-05,0.9999424000000001,-0.2224
1219071564405140224,19437.738,0.7628446999999999,O      ,4.993e-05,0.99987423,0.0674
1220299542797439744,19296.715,449.29135,O      ,4.986e-05,0.99846256,0.113
1225176323543428736,24433.717,,O      ,4.993e-05,0.9999492,-1.0923
1225417739360402048,25605.11,,O      ,4.993e-05,0.9999491,-1.5765
1229548806409101952,22621.941000000003,,O      ,4.993e-05,0.9999431999999999,-0.6544
1232778626111037184,29999.38,,O      ,4.993e-05,0.99994946,-2.1712
1243253467230351360,27307.574,,O      ,4.993e-05,0.9999493,-1.8005
1251408094001504640,21952.625,,O      ,4.993e-05,0.99991333,-0.5083
1256917132588516224,35349.418,,O      ,4.993e-05,0.9999491,-3.1887
1265220747481130880,22806.09,,O      ,4.993e-05,0.99994826,-0.9205
1267342736203088128,19996.67,1.4768927,O      ,4.993e-05,0.9999481,-0.2342
1278457080774264448,20790.955,,O      ,4.992e-05,0.99973136,-0.2629
1281976651853340288,19993.795,655.5657,O      ,4.993e-05,0.9999104,-0.2138
1283389867897035392,24889.824,,O      ,5.297e-05,0.99668443,-2.1924
1291443069011697792,19775.97,0.90407354,O      ,4.993e-05,0.99994767,0.0013
1292915830478091008,25541.764,,O      ,4.993e-05,0.9999491,-1.5357
1293316877344107776,23904.332000000002,,O      ,4.993e-05,0.9999495999999999,-0.9479
1295107633891682944,20632.318,,O      ,4.993e-05,0.99993604,-0.23399999999999999
1300819051340223104,24537.487999999998,,O      ,4.993e-05,0.9999491,-1.2193
1302449042967968640,19986.375,2264.115,O      ,4.993e-05,0.9999494000000001,-1.7071
1303289172930340864,19589.148,473.59765999999996,O      ,4.993e-05,0.9999391,0.0709
1304503239926166400,21449.542999999998,,O      ,4.993e-05,0.99994254,-0.3817
1307027065789215616,19731.098,,O      ,4.993e-05,0.999948,-0.4136
1310316147447722112,19780.51,634.27155,O      ,4.993e-05,0.99994135,-0.172
1313457147225909376,26714.576,,O      ,4.993e-05,0.99994946,-1.8486
1319179314974807680,19974.441000000003,575.52216,O      ,4.993e-05,0.9998678,-0.062
1323861550881288960,20974.91,,O      ,4.993e-05,0.9999309999999999,-0.2721
1324554689883684864,19116.98,0.8718302,O      ,4.993e-05,0.9999424000000001,0.1314
1327508145619011840,20685.326,,O      ,4.993e-05,0.99994224,-0.1932
1328059829876629632,21906.275,,O      ,4.993e-05,0.9999494000000001,-0.4947
1328060173479974144,21189.764,,O      ,4.993e-05,0.99993217,-0.3028
1328110166899698816,19415.875,,O      ,4.993e-05,0.9999037000000001,0.0829
1330666114811735936,20627.311999999998,,O      ,4.993e-05,0.9999369,-0.2344
1336301562877544960,19155.998,,O      ,4.993e-05,0.9999346,0.1534
1339310200352649856,18441.498,318.27533,O      ,4.992e-05,0.9996700999999999,0.3544
1341093062752169856,17855.986,267.1527,O      ,4.993e-05,0.9999108,0.4837
1343516794401219968,19089.86,397.86037999999996,O      ,4.993e-05,0.9999344000000001,0.1926
1344362628081417344,19992.389,773.34656,O      ,4.993e-05,0.99994934,-0.3876
1344751550254950656,19354.98,497.68372,O      ,4.993e-05,0.9999491,0.0031
1345187540975203584,17200.209,422.11972000000003,O      ,4.993e-05,0.9999488000000001,-0.1436
1349073107692934016,23590.021,,O      ,4.993e-05,0.99994946,-0.855
1349581979712026624,17245.365,191.11172,O      ,4.993e-05,0.9999485999999999,0.6482
1350113181268869632,23462.237999999998,,O      ,4.993e-05,0.9999493,-0.8595
1353890175509030912,18052.662,0.6225497,O      ,4.993e-05,0.99993396,0.4377
1357192730481600000,19968.61,813.695,O      ,4.993e-05,0.9999481,-0.3586
1360928939712308608,25991.746,,O      ,4.993e-05,0.9999495999999999,-1.4529
1366533631515180032,20651.672,,O      ,4.993e-05,0.99994844,-0.1775
1369390983062132480,19748.848,507.91873,O      ,4.992e-05,0.99977887,0.0193
1374005873881550208,19798.762,502.37793,O      ,4.989e-05,0.9990766999999999,0.0181
1375081784665146496,23534.607000000004,,O      ,4.993e-05,0.9999492,-0.8403
1377363821048984960,21979.42,,O      ,4.993e-05,0.9999473,-0.5259
1378348017099023360,19990.654,938.8634,O      ,4.993e-05,0.9999493,-0.5574
1378901689923575040,21840.52,,O      ,4.993e-05,0.9999466999999999,-0.4757
1379038445977180928,19996.627,1034.552,O      ,4.993e-05,0.99994856,-0.7339
1379463166703277952,19989.47,637.9848599999999,O      ,4.993e-05,0.9998611999999999,-0.1688
1380199049219990784,19990.436,,O      ,4.993e-05,0.9999495999999999,-1.8897
1383048811559130240,24506.041,,O      ,4.993e-05,0.9999488000000001,-1.0668
1384885751892947712,21593.257999999998,,O      ,4.993e-05,0.9999488999999999,-0.4614
1397273842027833856,23371.428,,O      ,4.993e-05,0.9999485999999999,-0.8896
1399067763969254016,18078.727,580.77716,O      ,4.993e-05,0.9999458000000001,-0.2946
1399993557054575232,23197.61,,O      ,4.993e-05,0.9999485999999999,-0.7943
1403149533383468928,24461.336,,O      ,4.993e-05,0.9999492,-1.1219
1403386718657161856,19305.615,459.70203,O      ,4.992e-05,0.99965847,0.0952
1410554774260311808,20290.82,,O      ,4.993e-05,0.9999418999999999,-0.1053
1412851314749838976,23019.977000000003,,O      ,4.993e-05,0.9999494000000001,-0.8929
1413338325384928128,19991.093999999997,30.758411,O      ,4.993e-05,0.9999495999999999,-0.8545
1414294114523211904,30383.04,,O      ,4.993e-05,0.9999495999999999,-2.7711
1415965230462194048,19991.488,9.563938,O      ,4.993e-05,0.99994934,-0.8434
1415985678802835072,15697.185,313.2647,O      ,4.993e-05,0.9999475,-0.1167
1417370582417774208,17547.895,244.5857,O      ,4.993e-05,0.99993247,0.5382
1418479508613505024,18574.111,343.44073,O      ,4.993e-05,0.99994767,0.2872
1421032746411950336,28601.541,,O      ,4.993e-05,0.9999495999999999,-1.9419
1421827036188281856,20734.988,,O      ,4.993e-05,0.9999492,-0.2174
1438019028534240128,17533.855,228.81981000000002,O      ,4.99e-05,0.999245,0.5805
1438554976029144320,20219.543,,O      ,4.993e-05,0.9999481,-0.11
1449056067988016128,25842.324,,O      ,4.993e-05,0.99994904,-1.4294
1452995373336414976,21587.97,,O      ,4.993e-05,0.9999475,-0.424
1454878600534492800,19983.764,3079.5264,O      ,4.993e-05,0.99994946,-2.0317
1460356814139885568,28807.562,,O      ,4.993e-05,0.99994946,-1.9968
1465043619891174016,19926.12,6.989679,O      ,4.993e-05,0.9999493,-1.5942
1466310360366357760,22072.914,,O      ,4.993e-05,0.9999384,-0.5203
1489569772937523840,24605.096,,O      ,4.993e-05,0.9999494000000001,-1.1955
1497519997920400256,28695.686,,O      ,4.993e-05,0.9999494000000001,-2.0114
1527021612881250432,20396.068,,O      ,4.993e-05,0.99993855,-0.1302
1527701145426221824,19447.152,0.42628276,O      ,4.993e-05,0.9999495999999999,0.0634
1539014020563855232,18227.473,295.6392,O      ,4.993e-05,0.99994653,0.3983
1540495440685138432,21491.693,,O      ,4.993e-05,0.9999488999999999,-0.4104
1573490719481398016,21242.129,,O      ,4.993e-05,0.99994874,-0.322
1583302860031730048,20852.566000000003,,O      ,4.993e-05,0.9999488999999999,-0.2565
1586890398971315200,20102.488,,O      ,4.993e-05,0.99992675,-0.171
1589646634102564736,21841.43,,O      ,4.993e-05,0.9999469999999999,-0.4719
1596453156538274560,18709.73,0.720167,O      ,4.993e-05,0.99994785,0.278
1604588894044855808,20939.703,,O      ,4.993e-05,0.9999486999999999,-0.4217
1605239049014274560,19886.058999999997,,O      ,4.993e-05,0.9999469999999999,-0.1511
1608313141790620672,22337.314,,O      ,4.993e-05,0.9999491,-0.5689
1620054173628402816,17453.568,225.3729,O      ,4.983e-05,0.9979658000000001,0.5882
1624316430453434880,22305.92,,O      ,4.993e-05,0.9999488999999999,-0.5642
1631599702851400448,19759.822,931.8839999999999,O      ,4.993e-05,0.99994934,-0.4418
1632504772720376320,19993.092,1076.3341,O      ,4.993e-05,0.9999495999999999,-0.7394
1638672002159650176,19979.29,1046.3126,O      ,4.993e-05,0.9999494000000001,-0.6409999999999999
1644355717065021568,20381.92,,O      ,4.993e-05,0.9999481,-0.1768
1648476656582002176,23252.97,,O      ,4.993e-05,0.9999491,-0.8115
1651395688155045888,21329.183999999997,,O      ,4.993e-05,0.9999495999999999,-0.3997
1652138064662523904,21312.283,,O      ,4.993e-05,0.9999491,-0.4028
1661062937982961664,19993.531000000003,1182.7142,O      ,4.993e-05,0.9999493,-0.8654
1674631976621879808,17257.602,216.74207,O      ,4.984e-05,0.9981599,0.609
1681310444608684928,22119.494,,O      ,4.993e-05,0.9999492,-0.7249
1684501433510930304,19352.898,440.78585999999996,O      ,4.993e-05,0.9999450000000001,0.1155
1720684123502581376,16085.4,0.71447885,O      ,4.993e-05,0.999907,0.925
1728925242327143424,19635.834,500.16375999999997,O      ,4.993e-05,0.9999494000000001,0.0384
1732010330220443264,17720.328,0.43620917,O      ,4.993e-05,0.99994445,0.5051
1733038785908656896,19145.021,402.8946,O      ,4.993e-05,0.99994946,0.1867
1735960501837991040,21170.414,,O      ,4.993e-05,0.9999494000000001,-0.3477
1736277229904971520,19766.203,501.70877,O      ,4.993e-05,0.99994934,0.0167
1737015070927018368,19836.426,520.5372,O      ,4.993e-05,0.9999471999999999,0.0044
1737440238329268864,22991.812,,O      ,4.993e-05,0.99994946,-0.7178
1738149693912509952,17549.031000000003,228.77539,O      ,4.993e-05,0.99994946,0.5677
1739132726025606016,21143.562,,O      ,4.993e-05,0.9999483,-0.3345
1739451618759835648,19870.277,511.3274,O      ,4.993e-05,0.99994844,0.0022
1740252956575806848,21756.654,,O      ,4.993e-05,0.99994934,-0.5072
1741352296404629888,18428.887,317.37085,O      ,4.993e-05,0.99994946,0.3467
1742105088208415744,18803.308999999997,357.6943,O      ,5.145e-05,0.99832153,0.2796
1750361557245800064,16166.936000000002,,O      ,4.993e-05,0.99993044,0.9058
1750738212992546176,19987.1,704.5751,O      ,4.993e-05,0.99994946,-0.2734
1751118231700835456,21299.392999999996,,O      ,4.993e-05,0.99994946,-0.3423
1751211033055836416,19019.188000000002,473.50192000000004,O      ,4.993e-05,0.9999488999999999,0.0481
1751487594589556352,21705.69,,O      ,5.916e-05,0.9900193000000002,-1.4867
1752454585005332992,17005.201,188.18988000000002,O      ,4.993e-05,0.999948,0.7051
1752712381823562240,15366.499,113.6852,O      ,4.993e-05,0.9999367,1.0709
1752729905290535424,19995.66,7.922299400000001,O      ,4.993e-05,0.9999495999999999,-0.7577
1753178196796538752,16215.253999999999,138.921,O      ,4.993e-05,0.9999491,0.8982
1753703630215421952,18303.541,301.64282000000003,O      ,4.993e-05,0.999948,0.3828
1755725352929512064,16440.002,158.35648999999998,O      ,4.993e-05,0.9999457,0.8248
1756785355146758272,16404.39,0.27487034,O      ,4.993e-05,0.9999406999999999,0.8463
1757689806537659264,17424.617,225.9903,O      ,4.993e-05,0.9999474,0.578
1758112392665006592,17540.17,,O      ,4.993e-05,0.9999493,0.564
1758535399700897536,19986.42,571.41174,O      ,4.993e-05,0.9999493,-0.0696
1759224243735129344,19981.482,619.3052,O      ,4.993e-05,0.9999492,-0.1428
1760211635240543872,16205.731000000002,0.41817227,O      ,4.993e-05,0.99994224,0.8842
1760662130066900352,19993.047,751.0018,O      ,4.993e-05,0.99994946,-0.3294
1761201234362736896,19994.738,762.1309,O      ,4.993e-05,0.9999495999999999,-0.38799999999999996
1761341417799128320,22275.842,,O      ,4.993e-05,0.99994946,-0.6066
1764592781057990656,19348.098,432.00485,O      ,4.993e-05,0.99994946,0.1322
1767321665836961408,29377.75,,O      ,5.45e-05,0.9950353000000001,-2.1215
1767666976911730048,19398.68,443.9783,O      ,4.993e-05,0.99994487,0.114
1768547964899107584,19993.596,4.4071426,O      ,4.993e-05,0.99994946,-0.8383
1771233693849193088,19793.871,508.13614,O      ,4.993e-05,0.9999488999999999,0.006999999999999999
1771326568220617728,19377.371,437.439,O      ,4.993e-05,0.999949,0.1221
1771802583745547392,19726.678,508.8588,O      ,4.993e-05,0.9999494000000001,0.0247
1774753471087386752,19726.98,472.35699999999997,O      ,4.993e-05,0.9999494000000001,0.0243
1775141422597602176,19993.113,641.9707,O      ,4.993e-05,0.999949,-0.17
1777779219712385792,19038.828,1.2495317,O      ,4.993e-05,0.9999469999999999,0.2139
1780738112877673856,24462.707000000002,,O      ,4.993e-05,0.9999495999999999,-1.0967
1781594769874699776,23879.123,,O      ,4.993e-05,0.9999495999999999,-1.0385
1782717886642757376,19992.938000000002,,O      ,4.993e-05,0.9999495999999999,-0.6517
1783640205099886336,20724.678,,O      ,4.993e-05,0.9999493,-0.2045
1784391893096283008,22854.041,,O      ,4.993e-05,0.9999495999999999,-0.7422
1784542075216675584,16601.584,162.7356,O      ,4.993e-05,0.99994946,0.8046
1784718821711206272,18028.08,275.33365,O      ,4.993e-05,0.99994856,0.4461
1789763037463195136,16214.771999999999,140.77312,O      ,4.993e-05,0.9999494000000001,0.8699
1790305753825533312,25124.248,,O      ,4.993e-05,0.9999495999999999,-1.2969
1790470508770502144,22273.053,,O      ,4.993e-05,0.9999495999999999,-0.6539
1791029850951691264,18648.492,341.45825,O      ,4.993e-05,0.9999493,0.2982
1793380533796172672,18445.568,325.55072,O      ,4.993e-05,0.999949,0.3357
1794796223737528320,22798.805,,O      ,4.993e-05,0.9999494000000001,-0.688
1797271121333230336,16064.415,132.26273,O      ,4.993e-05,0.9999478,0.9309
1797734879016276096,16775.268,0.32647395,O      ,4.993e-05,0.9999439,0.7381
1797877605073361152,19388.97,438.9196,O      ,4.993e-05,0.9999493,0.1253
